  1.4200000e+000	  1.9451469e-002	
  1.4300000e+000	  1.9185572e-002	
  1.4400000e+000	  1.8925057e-002	
  1.4500000e+000	  1.8669778e-002	
  1.4600000e+000	  1.8419598e-002	
  1.4700000e+000	  1.8174383e-002	
  1.4800000e+000	  1.7934003e-002	
  1.4900000e+000	  1.7698332e-002	
  1.5000000e+000	  1.7467249e-002	
  1.5100000e+000	  1.7240636e-002	
  1.5200000e+000	  1.7018380e-002	
  1.5300000e+000	  1.6800370e-002	
  1.5400000e+000	  1.6586499e-002	
  1.5500000e+000	  1.6376663e-002	
  1.5600000e+000	  1.6170763e-002	
  1.5700000e+000	  1.5968701e-002	
  1.5800000e+000	  1.5770383e-002	
  1.5900000e+000	  1.5575717e-002	
  1.6000000e+000	  1.5384615e-002	
  1.6100000e+000	  1.5196991e-002	
  1.6200000e+000	  1.5012761e-002	
  1.6300000e+000	  1.4831844e-002	
  1.6400000e+000	  1.4654162e-002	
  1.6500000e+000	  1.4479638e-002	
  1.6600000e+000	  1.4308199e-002	
  1.6700000e+000	  1.4139772e-002	
  1.6800000e+000	  1.3974287e-002	
  1.6900000e+000	  1.3811678e-002	
  1.7000000e+000	  1.3651877e-002	
  1.7100000e+000	  1.3494821e-002	
  1.7200000e+000	  1.3340448e-002	
  1.7300000e+000	  1.3188697e-002	
  1.7400000e+000	  1.3039510e-002	
  1.7500000e+000	  1.2892828e-002	
  1.7600000e+000	  1.2748598e-002	
  1.7700000e+000	  1.2606764e-002	
  1.7800000e+000	  1.2467273e-002	
  1.7900000e+000	  1.2330076e-002	
  1.8000000e+000	  1.2195122e-002	
  1.8100000e+000	  1.2062362e-002	
  1.8200000e+000	  1.1931750e-002	
  1.8300000e+000	  1.1803240e-002	
  1.8400000e+000	  1.1676787e-002	
  1.8500000e+000	  1.1552347e-002	
  1.8600000e+000	  1.1429878e-002	
  1.8700000e+000	  1.1309339e-002	
  1.8800000e+000	  1.1190689e-002	
  1.8900000e+000	  1.1073891e-002	
  1.9000000e+000	  1.0958904e-002	
  1.9100000e+000	  1.0845693e-002	
  1.9200000e+000	  1.0734221e-002	
  1.9300000e+000	  1.0624452e-002	
  1.9400000e+000	  1.0516353e-002	
  1.9500000e+000	  1.0409889e-002	
  1.9600000e+000	  1.0305029e-002	
  1.9700000e+000	  1.0201739e-002	
  1.9800000e+000	  1.0099990e-002	
  1.9900000e+000	  9.9997500e-003	
  2.0000000e+000	  9.9009901e-003	
  2.0100000e+000	  9.8036813e-003	
  2.0200000e+000	  9.7077954e-003	
  2.0300000e+000	  9.6133048e-003	
  2.0400000e+000	  9.5201828e-003	
  2.0500000e+000	  9.4284031e-003	
  2.0600000e+000	  9.3379401e-003	
  2.0700000e+000	  9.2487688e-003	
  2.0800000e+000	  9.1608648e-003	
  2.0900000e+000	  9.0742043e-003	
  2.1000000e+000	  8.9887640e-003	
  2.1100000e+000	  8.9045213e-003	
  2.1200000e+000	  8.8214538e-003	
  2.1300000e+000	  8.7395399e-003	
  2.1400000e+000	  8.6587583e-003	
  2.1500000e+000	  8.5790885e-003	
  2.1600000e+000	  8.5005100e-003	
  2.1700000e+000	  8.4230032e-003	
  2.1800000e+000	  8.3465487e-003	
  2.1900000e+000	  8.2711276e-003	
  2.2000000e+000	  8.1967213e-003	
  2.2100000e+000	  8.1233119e-003	
  2.2200000e+000	  8.0508816e-003	
  2.2300000e+000	  7.9794131e-003	
  2.2400000e+000	  7.9088896e-003	
  2.2500000e+000	  7.8392945e-003	
  2.2600000e+000	  7.7706115e-003	
  2.2700000e+000	  7.7028250e-003	
  2.2800000e+000	  7.6359194e-003	
  2.2900000e+000	  7.5698794e-003	
  2.3000000e+000	  7.5046904e-003	
  2.3100000e+000	  7.4403378e-003	
  2.3200000e+000	  7.3768073e-003	
  2.3300000e+000	  7.3140851e-003	
  2.3400000e+000	  7.2521575e-003	
  2.3500000e+000	  7.1910112e-003	
  2.3600000e+000	  7.1306332e-003	
  2.3700000e+000	  7.0710106e-003	
  2.3800000e+000	  7.0121310e-003	
  2.3900000e+000	  6.9539820e-003	
  2.4000000e+000	  6.8965517e-003	
  2.4100000e+000	  6.8398283e-003	
  2.4200000e+000	  6.7838003e-003	
  2.4300000e+000	  6.7284563e-003	
  2.4400000e+000	  6.6737854e-003	
  2.4500000e+000	  6.6197766e-003	
  2.4600000e+000	  6.5664193e-003	
  2.4700000e+000	  6.5137032e-003	
  2.4800000e+000	  6.4616180e-003	
  2.4900000e+000	  6.4101537e-003	
  2.5000000e+000	  6.3593005e-003	
  2.5100000e+000	  6.3090488e-003	
  2.5200000e+000	  6.2593891e-003	
  2.5300000e+000	  6.2103122e-003	
  2.5400000e+000	  6.1618091e-003	
  2.5500000e+000	  6.1138708e-003	
  2.5600000e+000	  6.0664887e-003	
  2.5700000e+000	  6.0196542e-003	
  2.5800000e+000	  5.9733588e-003	
  2.5900000e+000	  5.9275944e-003	
  2.6000000e+000	  5.8823529e-003	
  2.6100000e+000	  5.8376264e-003	
  2.6200000e+000	  5.7934071e-003	
  2.6300000e+000	  5.7496874e-003	
  2.6400000e+000	  5.7064597e-003	
  2.6500000e+000	  5.6637168e-003	
  2.6600000e+000	  5.6214515e-003	
  2.6700000e+000	  5.5796566e-003	
  2.6800000e+000	  5.5383252e-003	
  2.6900000e+000	  5.4974506e-003	
  2.7000000e+000	  5.4570259e-003	
  2.7100000e+000	  5.4170447e-003	
  2.7200000e+000	  5.3775005e-003	
  2.7300000e+000	  5.3383870e-003	
  2.7400000e+000	  5.2996979e-003	
  2.7500000e+000	  5.2614272e-003	
  2.7600000e+000	  5.2235687e-003	
  2.7700000e+000	  5.1861168e-003	
  2.7800000e+000	  5.1490654e-003	
  2.7900000e+000	  5.1124091e-003	
  2.8000000e+000	  5.0761421e-003	
  2.8100000e+000	  5.0402591e-003	
  2.8200000e+000	  5.0047545e-003	
  2.8300000e+000	  4.9696232e-003	
  2.8400000e+000	  4.9348598e-003	
  2.8500000e+000	  4.9004594e-003	
  2.8600000e+000	  4.8664169e-003	
  2.8700000e+000	  4.8327272e-003	
  2.8800000e+000	  4.7993857e-003	
  2.8900000e+000	  4.7663874e-003	
  2.9000000e+000	  4.7337278e-003	
  2.9100000e+000	  4.7014022e-003	
  2.9200000e+000	  4.6694061e-003	
  2.9300000e+000	  4.6377349e-003	
  2.9400000e+000	  4.6063844e-003	
  2.9500000e+000	  4.5753503e-003	
  2.9600000e+000	  4.5446282e-003	
  2.9700000e+000	  4.5142141e-003	
  2.9800000e+000	  4.4841039e-003	
  2.9900000e+000	  4.4542934e-003	
  3.0000000e+000	  4.4247788e-003	
  3.0100000e+000	  4.3955561e-003	
  3.0200000e+000	  4.3666215e-003	
  3.0300000e+000	  4.3379713e-003	
  3.0400000e+000	  4.3096018e-003	
  3.0500000e+000	  4.2815092e-003	
  3.0600000e+000	  4.2536901e-003	
  3.0700000e+000	  4.2261408e-003	
  3.0800000e+000	  4.1988579e-003	
  3.0900000e+000	  4.1718380e-003	
  3.1000000e+000	  4.1450777e-003	
  3.1100000e+000	  4.1185737e-003	
  3.1200000e+000	  4.0923228e-003	
  3.1300000e+000	  4.0663217e-003	
  3.1400000e+000	  4.0405673e-003	
  3.1500000e+000	  4.0150565e-003	
  3.1600000e+000	  3.9897861e-003	
  3.1700000e+000	  3.9647533e-003	
  3.1800000e+000	  3.9399551e-003	
  3.1900000e+000	  3.9153885e-003	
  3.2000000e+000	  3.8910506e-003	
  3.2100000e+000	  3.8669386e-003	
  3.2200000e+000	  3.8430498e-003	
  3.2300000e+000	  3.8193815e-003	
  3.2400000e+000	  3.7959308e-003	
  3.2500000e+000	  3.7726951e-003	
  3.2600000e+000	  3.7496719e-003	
  3.2700000e+000	  3.7268585e-003	
  3.2800000e+000	  3.7042525e-003	
  3.2900000e+000	  3.6818512e-003	
  3.3000000e+000	  3.6596523e-003	
  3.3100000e+000	  3.6376533e-003	
  3.3200000e+000	  3.6158519e-003	
  3.3300000e+000	  3.5942456e-003	
  3.3400000e+000	  3.5728322e-003	
  3.3500000e+000	  3.5516093e-003	
  3.3600000e+000	  3.5305748e-003	
  3.3700000e+000	  3.5097263e-003	
  3.3800000e+000	  3.4890618e-003	
  3.3900000e+000	  3.4685790e-003	
  3.4000000e+000	  3.4482759e-003	
  3.4100000e+000	  3.4281503e-003	
  3.4200000e+000	  3.4082001e-003	
  3.4300000e+000	  3.3884235e-003	
  3.4400000e+000	  3.3688182e-003	
  3.4500000e+000	  3.3493825e-003	
  3.4600000e+000	  3.3301142e-003	
  3.4700000e+000	  3.3110116e-003	
  3.4800000e+000	  3.2920727e-003	
  3.4900000e+000	  3.2732956e-003	
  3.5000000e+000	  3.2546786e-003	
  3.5100000e+000	  3.2362198e-003	
  3.5200000e+000	  3.2179174e-003	
  3.5300000e+000	  3.1997696e-003	
  3.5400000e+000	  3.1817748e-003	
  3.5500000e+000	  3.1639312e-003	
  3.5600000e+000	  3.1462371e-003	
  3.5700000e+000	  3.1286909e-003	
  3.5800000e+000	  3.1112909e-003	
  3.5900000e+000	  3.0940355e-003	
  3.6000000e+000	  3.0769231e-003	
  3.6100000e+000	  3.0599521e-003	
  3.6200000e+000	  3.0431210e-003	
  3.6300000e+000	  3.0264283e-003	
  3.6400000e+000	  3.0098724e-003	
  3.6500000e+000	  2.9934518e-003	
  3.6600000e+000	  2.9771651e-003	
  3.6700000e+000	  2.9610109e-003	
  3.6800000e+000	  2.9449876e-003	
  3.6900000e+000	  2.9290940e-003	
  3.7000000e+000	  2.9133285e-003	
  3.7100000e+000	  2.8976898e-003	
  3.7200000e+000	  2.8821766e-003	
  3.7300000e+000	  2.8667875e-003	
  3.7400000e+000	  2.8515213e-003	
  3.7500000e+000	  2.8363765e-003	
  3.7600000e+000	  2.8213520e-003	
  3.7700000e+000	  2.8064464e-003	
  3.7800000e+000	  2.7916585e-003	
  3.7900000e+000	  2.7769871e-003	
  3.8000000e+000	  2.7624309e-003	
  3.8100000e+000	  2.7479888e-003	
  3.8200000e+000	  2.7336596e-003	
  3.8300000e+000	  2.7194420e-003	
  3.8400000e+000	  2.7053349e-003	
  3.8500000e+000	  2.6913373e-003	
  3.8600000e+000	  2.6774479e-003	
  3.8700000e+000	  2.6636656e-003	
  3.8800000e+000	  2.6499894e-003	
  3.8900000e+000	  2.6364182e-003	
  3.9000000e+000	  2.6229508e-003	
  3.9100000e+000	  2.6095863e-003	
  3.9200000e+000	  2.5963236e-003	
  3.9300000e+000	  2.5831617e-003	
  3.9400000e+000	  2.5700995e-003	
  3.9500000e+000	  2.5571360e-003	
  3.9600000e+000	  2.5442703e-003	
  3.9700000e+000	  2.5315014e-003	
  3.9800000e+000	  2.5188282e-003	
  3.9900000e+000	  2.5062500e-003	
  4.0000000e+000	  2.4937656e-003	
  4.0100000e+000	  2.4813742e-003	
  4.0200000e+000	  2.4690748e-003	
  4.0300000e+000	  2.4568666e-003	
  4.0400000e+000	  2.4447487e-003	
  4.0500000e+000	  2.4327201e-003	
  4.0600000e+000	  2.4207800e-003	
  4.0700000e+000	  2.4089275e-003	
  4.0800000e+000	  2.3971618e-003	
  4.0900000e+000	  2.3854820e-003	
  4.1000000e+000	  2.3738872e-003	
  4.1100000e+000	  2.3623768e-003	
  4.1200000e+000	  2.3509498e-003	
  4.1300000e+000	  2.3396054e-003	
  4.1400000e+000	  2.3283429e-003	
  4.1500000e+000	  2.3171615e-003	
  4.1600000e+000	  2.3060603e-003	
  4.1700000e+000	  2.2950387e-003	
  4.1800000e+000	  2.2840958e-003	
  4.1900000e+000	  2.2732310e-003	
  4.2000000e+000	  2.2624434e-003	
  4.2100000e+000	  2.2517324e-003	
  4.2200000e+000	  2.2410972e-003	
  4.2300000e+000	  2.2305372e-003	
  4.2400000e+000	  2.2200515e-003	
  4.2500000e+000	  2.2096396e-003	
  4.2600000e+000	  2.1993006e-003	
  4.2700000e+000	  2.1890340e-003	
  4.2800000e+000	  2.1788391e-003	
  4.2900000e+000	  2.1687152e-003	
  4.3000000e+000	  2.1586616e-003	
  4.3100000e+000	  2.1486778e-003	
  4.3200000e+000	  2.1387629e-003	
  4.3300000e+000	  2.1289165e-003	
  4.3400000e+000	  2.1191379e-003	
  4.3500000e+000	  2.1094265e-003	
  4.3600000e+000	  2.0997816e-003	
  4.3700000e+000	  2.0902027e-003	
  4.3800000e+000	  2.0806891e-003	
  4.3900000e+000	  2.0712403e-003	
  4.4000000e+000	  2.0618557e-003	
  4.4100000e+000	  2.0525346e-003	
  4.4200000e+000	  2.0432766e-003	
  4.4300000e+000	  2.0340810e-003	
  4.4400000e+000	  2.0249474e-003	
  4.4500000e+000	  2.0158750e-003	
  4.4600000e+000	  2.0068635e-003	
  4.4700000e+000	  1.9979122e-003	
  4.4800000e+000	  1.9890206e-003	
  4.4900000e+000	  1.9801882e-003	
  4.5000000e+000	  1.9714145e-003	
  4.5100000e+000	  1.9626989e-003	
  4.5200000e+000	  1.9540410e-003	
  4.5300000e+000	  1.9454401e-003	
  4.5400000e+000	  1.9368959e-003	
  4.5500000e+000	  1.9284079e-003	
  4.5600000e+000	  1.9199754e-003	
  4.5700000e+000	  1.9115981e-003	
  4.5800000e+000	  1.9032755e-003	
  4.5900000e+000	  1.8950071e-003	
  4.6000000e+000	  1.8867925e-003	
  4.6100000e+000	  1.8786310e-003	
  4.6200000e+000	  1.8705224e-003	
  4.6300000e+000	  1.8624662e-003	
  4.6400000e+000	  1.8544618e-003	
  4.6500000e+000	  1.8465089e-003	
  4.6600000e+000	  1.8386071e-003	
  4.6700000e+000	  1.8307558e-003	
  4.6800000e+000	  1.8229546e-003	
  4.6900000e+000	  1.8152032e-003	
  4.7000000e+000	  1.8075011e-003	
  4.7100000e+000	  1.7998479e-003	
  4.7200000e+000	  1.7922432e-003	
  4.7300000e+000	  1.7846865e-003	
  4.7400000e+000	  1.7771775e-003	
  4.7500000e+000	  1.7697157e-003	
  4.7600000e+000	  1.7623009e-003	
  4.7700000e+000	  1.7549325e-003	
  4.7800000e+000	  1.7476101e-003	
  4.7900000e+000	  1.7403335e-003	
  4.8000000e+000	  1.7331023e-003	
  4.8100000e+000	  1.7259159e-003	
  4.8200000e+000	  1.7187742e-003	
  4.8300000e+000	  1.7116766e-003	
  4.8400000e+000	  1.7046229e-003	
  4.8500000e+000	  1.6976127e-003	
  4.8600000e+000	  1.6906457e-003	
  4.8700000e+000	  1.6837214e-003	
  4.8800000e+000	  1.6768395e-003	
  4.8900000e+000	  1.6699997e-003	
  4.9000000e+000	  1.6632017e-003	
  4.9100000e+000	  1.6564450e-003	
  4.9200000e+000	  1.6497294e-003	
  4.9300000e+000	  1.6430546e-003	
  4.9400000e+000	  1.6364202e-003	
  4.9500000e+000	  1.6298258e-003	
  4.9600000e+000	  1.6232712e-003	
  4.9700000e+000	  1.6167561e-003	
  4.9800000e+000	  1.6102800e-003	
  4.9900000e+000	  1.6038428e-003	
  5.0000000e+000	  1.5974441e-003	
